id,localidad,pais,temperatura_fahrenheit,fecha_y_hora,cobertura_nubes,indice_uv,presion_atmosferica,velocidad_viento,created_at,updated_at,delta_temperatura_horaria,delta_temperatura_diaria
2127,Laureles,Colombia,61.7,2024-01-13,Total,1.5,1009.2,7.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2128,Aranjuez,Colombia,80.42,2024-01-16,Total,4.9,1024.0,2.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2129,Belen,Colombia,63.5,2024-01-17,Total,3.4,1016.1,7.1,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2130,Laureles,Colombia,79.34,2024-01-21,Total,7.7,1015.0,2.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2131,Belen,Colombia,79.88,2024-01-26,Parcial,6.4,1011.5,7.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2132,Laureles,Colombia,64.94,2024-01-14,Total,9.9,1019.7,13.3,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2133,Robledo,Colombia,76.28,2024-01-27,Parcial,6.4,1021.2,8.3,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2134,Belen,Colombia,79.7,2024-01-21,Total,0.5,1006.3,14.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2135,Robledo,Colombia,63.14,2024-01-18,Total,3.9,1016.7,11.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2136,El Poblado,Colombia,88.34,2024-01-15,Total,7.8,1015.2,13.3,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2137,Buenos Aires,Colombia,81.86,2024-01-28,Total,7.1,1008.9,12.9,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2138,Aranjuez,Colombia,75.38,2024-01-22,Total,0.8,1001.0,1.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2139,Robledo,Colombia,64.4,2024-01-29,Total,6.2,1006.7,7.3,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2140,Belen,Colombia,81.68,2024-01-23,Total,6.0,1015.6,11.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2141,Robledo,Colombia,72.32,2024-01-18,Total,7.1,1015.4,12.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2142,Robledo,Colombia,67.1,2024-01-24,Total,6.6,1020.8,1.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2143,Robledo,Colombia,82.4,2024-01-25,Total,5.4,1024.0,0.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2144,El Poblado,Colombia,72.5,2024-01-26,Total,0.6,1008.6,12.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2145,Aranjuez,Colombia,77.53999999999999,2024-01-30,Total,7.3,1021.6,1.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2146,Castilla,Colombia,89.06,2024-01-31,Total,0.2,1015.2,10.9,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2147,Belen,Colombia,59.72,2024-01-16,Total,3.1,1008.3,14.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2148,Belen,Colombia,68.72,2024-02-01,Total,3.2,1014.6,10.3,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2149,Aranjuez,Colombia,77.36,2024-01-19,Total,1.8,1023.8,1.9,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2150,Aranjuez,Colombia,73.4,2024-02-02,Total,6.8,1022.8,12.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2151,Aranjuez,Colombia,67.28,2024-02-03,Total,10.4,1008.9,11.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2152,Aranjuez,Colombia,73.94,2024-02-04,Total,0.9,1020.3,2.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2153,Buenos Aires,Colombia,67.46000000000001,2024-01-27,Total,3.2,1017.2,8.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2154,Robledo,Colombia,60.8,2024-01-17,Total,3.1,1015.9,8.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2155,Belen,Colombia,65.84,2024-01-18,Total,4.6,1022.3,0.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2156,Laureles,Colombia,73.75999999999999,2024-02-05,Total,3.4,1020.9,0.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2157,Aranjuez,Colombia,94.63999999999999,2024-01-22,Total,8.9,1005.4,11.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2158,Aranjuez,Colombia,78.44,2024-01-28,Total,1.2,1020.0,2.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2159,Robledo,Colombia,86.18,2024-01-23,Total,8.3,1006.5,14.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2160,Robledo,Colombia,83.48,2024-01-29,Mínima,6.0,1003.7,4.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2161,Laureles,Colombia,66.74000000000001,2024-01-20,Total,9.6,1007.8,6.1,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2162,Castilla,Colombia,79.7,2024-01-21,Total,5.7,1013.9,10.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2163,El Poblado,Colombia,64.4,2024-01-18,Total,1.0,1008.1,9.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2164,El Poblado,Colombia,59.0,2024-01-24,Total,6.2,1016.0,3.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2165,Robledo,Colombia,74.12,2024-01-25,Total,10.0,1000.6,12.9,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2166,Robledo,Colombia,81.14,2024-02-06,Total,9.0,1017.9,3.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2167,Belen,Colombia,64.03999999999999,2024-01-30,Total,1.2,1011.1,0.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2168,Buenos Aires,Colombia,82.4,2024-01-19,Total,2.8,1018.8,13.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2169,Belen,Colombia,69.08000000000001,2024-02-07,Total,7.4,1005.7,4.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2170,Aranjuez,Colombia,74.30000000000001,2024-01-19,Total,6.4,1014.2,1.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2171,Belen,Colombia,73.58000000000001,2024-01-22,Total,2.5,1018.8,13.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2172,Buenos Aires,Colombia,65.30000000000001,2024-01-23,Total,6.1,1011.8,13.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2173,El Poblado,Colombia,67.28,2024-01-24,Total,9.7,1023.7,13.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2174,Laureles,Colombia,85.64,2024-01-25,Total,6.4,1014.8,6.3,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2175,Buenos Aires,Colombia,79.52,2024-01-19,Parcial,6.5,1004.1,8.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2176,Castilla,Colombia,72.5,2024-01-26,Parcial,0.6,1000.6,8.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2177,Aranjuez,Colombia,90.32,2024-01-20,Mínima,0.8,1014.5,1.1,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2178,Robledo,Colombia,90.13999999999999,2024-01-26,Mínima,9.9,1003.0,1.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2179,El Poblado,Colombia,65.84,2024-01-31,Total,0.7,1012.1,3.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2180,Castilla,Colombia,76.82,2024-01-27,Parcial,3.6,1015.7,7.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2181,Robledo,Colombia,87.44,2024-02-01,Total,1.8,1005.4,8.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2182,Aranjuez,Colombia,76.28,2024-01-28,Total,9.8,1019.7,12.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2183,Buenos Aires,Colombia,72.32,2024-01-20,Parcial,8.6,1015.7,7.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2184,Buenos Aires,Colombia,74.66,2024-01-29,Parcial,6.1,1003.1,6.9,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2185,El Poblado,Colombia,94.82,2024-01-27,Mínima,4.6,1014.7,0.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2186,Belen,Colombia,84.74000000000001,2024-01-21,Mínima,2.3,1000.3,1.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2187,Robledo,Colombia,67.82,2024-01-20,Total,2.5,1017.9,1.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2188,Belen,Colombia,88.34,2024-01-21,Total,7.7,1019.0,8.9,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2189,Aranjuez,Colombia,77.0,2024-01-22,Total,4.1,1003.6,10.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2190,Belen,Colombia,86.36,2024-01-23,Total,8.4,1015.6,9.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2191,Robledo,Colombia,63.68000000000001,2024-01-21,Total,1.7,1010.4,12.1,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2192,Aranjuez,Colombia,91.94,2024-01-30,Total,1.4,1008.5,14.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2193,Belen,Colombia,68.0,2024-01-22,Total,6.4,1005.8,4.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2194,Robledo,Colombia,86.72,2024-01-24,Total,10.0,1008.3,7.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2195,Castilla,Colombia,81.86,2024-01-31,Total,10.4,1018.7,11.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2196,Aranjuez,Colombia,72.32,2024-02-02,Total,5.3,1016.5,0.9,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2197,Aranjuez,Colombia,79.88,2024-02-03,Total,4.6,1014.2,11.9,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2198,Laureles,Colombia,72.14,2024-01-23,Total,4.1,1016.8,0.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2199,Castilla,Colombia,82.22,2024-01-22,Total,0.7,1020.4,14.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2200,Robledo,Colombia,93.56,2024-01-23,Total,9.0,1008.5,8.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2201,Castilla,Colombia,74.66,2024-01-01,Total,9.0,1006.9,0.9,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2202,Aranjuez,Colombia,79.7,2024-01-01,Total,10.1,1007.1,2.1,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2203,Aranjuez,Colombia,69.25999999999999,2024-01-02,Parcial,6.6,1023.4,7.3,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2204,Laureles,Colombia,71.06,2024-01-01,Parcial,5.4,1022.7,8.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2205,Buenos Aires,Colombia,93.38,2024-01-02,Mínima,2.5,1016.1,3.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2206,Laureles,Colombia,66.02,2024-01-01,Total,4.7,1024.7,5.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2207,El Poblado,Colombia,78.25999999999999,2024-01-02,Total,3.1,1007.2,12.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2208,Belen,Colombia,82.58000000000001,2024-01-01,Mínima,5.6,1014.2,2.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2209,Aranjuez,Colombia,91.03999999999999,2024-01-02,Total,3.8,1020.3,12.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2210,Belen,Colombia,64.4,2024-01-01,Total,9.7,1021.5,5.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2211,Robledo,Colombia,90.68,2024-01-03,Mínima,10.5,1010.6,1.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2212,Laureles,Colombia,71.24000000000001,2024-01-03,Parcial,3.7,1012.8,8.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2213,Buenos Aires,Colombia,60.08,2024-01-03,Total,5.4,1018.6,7.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2214,Buenos Aires,Colombia,88.7,2024-01-02,Total,7.5,1010.2,11.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2215,Laureles,Colombia,59.540000000000006,2024-01-04,Total,6.1,1002.1,1.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2216,Castilla,Colombia,62.78,2024-01-01,Total,5.0,1001.3,7.3,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2217,Robledo,Colombia,90.5,2024-01-04,Mínima,0.0,1005.3,0.9,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2218,Aranjuez,Colombia,70.52,2024-01-02,Total,1.8,1003.6,10.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2219,Belen,Colombia,82.94,2024-01-02,Total,4.9,1018.0,7.3,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2220,Buenos Aires,Colombia,62.96,2024-01-03,Total,4.4,1011.0,3.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2221,Robledo,Colombia,75.56,2024-01-03,Parcial,8.9,1011.2,6.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2222,Belen,Colombia,82.75999999999999,2024-01-04,Total,5.5,1011.4,8.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2223,Aranjuez,Colombia,62.42,2024-01-04,Total,3.8,1004.4,2.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2224,Castilla,Colombia,64.58000000000001,2024-01-05,Total,5.6,1000.4,3.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2225,Robledo,Colombia,92.30000000000001,2024-01-04,Total,8.0,1016.2,7.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2226,Laureles,Colombia,82.22,2024-01-05,Total,4.1,1000.7,12.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2227,El Poblado,Colombia,90.13999999999999,2024-01-03,Total,4.8,1001.4,7.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2228,Aranjuez,Colombia,73.94,2024-01-05,Total,2.6,1009.0,3.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2229,Robledo,Colombia,64.4,2024-01-05,Total,6.6,1022.7,1.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2230,Belen,Colombia,94.82,2024-01-06,Total,8.2,1016.6,5.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2231,Robledo,Colombia,91.4,2024-01-06,Total,0.7,1024.8,10.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2232,Robledo,Colombia,73.4,2024-01-06,Total,2.8,1006.2,10.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2233,Castilla,Colombia,73.4,2024-01-05,Total,1.3,1017.5,4.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2234,Buenos Aires,Colombia,63.86,2024-01-03,Total,4.6,1012.2,11.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2235,Belen,Colombia,82.03999999999999,2024-01-06,Total,10.4,1020.0,4.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2236,Buenos Aires,Colombia,81.32,2024-01-07,Total,5.6,1023.3,11.3,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2237,Robledo,Colombia,60.980000000000004,2024-01-08,Total,1.5,1021.5,9.3,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2238,Robledo,Colombia,93.2,2024-01-07,Mínima,5.1,1008.9,4.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2239,Robledo,Colombia,77.0,2024-01-08,Total,9.4,1008.4,3.3,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2240,Laureles,Colombia,77.53999999999999,2024-01-09,Parcial,5.3,1019.1,8.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2241,Laureles,Colombia,77.72,2024-01-10,Total,4.6,1019.1,12.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2242,Belen,Colombia,92.48,2024-01-11,Total,9.8,1003.0,7.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2243,Robledo,Colombia,73.75999999999999,2024-01-06,Total,8.3,1015.1,2.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2244,Laureles,Colombia,77.72,2024-01-04,Total,1.8,1023.9,10.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2245,Laureles,Colombia,79.7,2024-01-09,Total,1.3,1017.1,2.1,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2246,El Poblado,Colombia,76.1,2024-01-07,Parcial,8.6,1013.9,8.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2247,Aranjuez,Colombia,82.4,2024-01-07,Parcial,4.3,1013.5,5.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2248,Castilla,Colombia,59.540000000000006,2024-01-10,Total,1.3,1020.6,7.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2249,Castilla,Colombia,87.44,2024-01-05,Mínima,9.0,1008.6,0.1,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2250,Aranjuez,Colombia,77.9,2024-01-07,Total,7.1,1006.7,10.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2251,Buenos Aires,Colombia,74.66,2024-01-04,Total,7.4,1006.5,4.1,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2252,Aranjuez,Colombia,87.25999999999999,2024-01-11,Total,10.6,1022.7,5.9,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2253,El Poblado,Colombia,71.42,2024-01-06,Parcial,5.6,1016.9,8.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2254,Laureles,Colombia,89.06,2024-01-12,Total,8.2,1015.7,6.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2255,Robledo,Colombia,93.74,2024-01-05,Mínima,8.1,1023.4,1.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2256,El Poblado,Colombia,93.38,2024-01-07,Total,1.1,1004.1,7.3,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2257,Castilla,Colombia,74.66,2024-01-12,Parcial,11.0,1015.5,7.1,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2258,Buenos Aires,Colombia,86.72,2024-01-13,Total,7.1,1020.3,11.1,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2259,Aranjuez,Colombia,85.46000000000001,2024-01-13,Total,1.1,1015.7,14.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2260,Laureles,Colombia,62.6,2024-01-08,Total,0.8,1011.8,10.3,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2261,Belen,Colombia,93.56,2024-01-14,Mínima,6.5,1023.7,0.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2262,Laureles,Colombia,87.98,2024-01-08,Mínima,9.1,1003.3,1.9,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2263,Robledo,Colombia,68.53999999999999,2024-01-09,Total,1.1,1015.5,3.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2264,Castilla,Colombia,59.900000000000006,2024-01-15,Total,0.6,1004.2,8.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2265,Laureles,Colombia,78.08000000000001,2024-01-10,Total,1.6,1002.8,11.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2266,Laureles,Colombia,77.72,2024-01-06,Parcial,8.6,1019.2,9.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2267,Belen,Colombia,63.31999999999999,2024-01-16,Total,7.2,1023.1,10.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2268,Belen,Colombia,86.36,2024-01-08,Total,5.4,1015.6,12.9,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2269,Buenos Aires,Colombia,81.32,2024-01-08,Parcial,8.1,1022.8,8.1,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2270,Castilla,Colombia,80.24000000000001,2024-01-09,Total,1.0,1013.8,2.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2271,Belen,Colombia,59.900000000000006,2024-01-14,Total,3.0,1004.2,0.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2272,Castilla,Colombia,83.12,2024-01-09,Total,4.5,1022.3,11.3,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2273,Buenos Aires,Colombia,65.12,2024-01-10,Total,10.6,1023.3,0.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2274,El Poblado,Colombia,81.86,2024-01-09,Parcial,0.2,1018.4,8.3,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2275,Robledo,Colombia,88.7,2024-01-11,Total,10.9,1008.8,11.1,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2276,Belen,Colombia,62.78,2024-01-15,Total,8.2,1010.3,14.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2277,Belen,Colombia,70.88,2024-01-17,Total,9.6,1014.2,4.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2278,Belen,Colombia,81.86,2024-01-11,Total,7.7,1001.6,1.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2279,El Poblado,Colombia,72.86,2024-01-12,Total,9.0,1004.8,12.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2280,Aranjuez,Colombia,79.34,2024-01-12,Parcial,10.9,1007.8,5.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2281,Buenos Aires,Colombia,86.18,2024-01-13,Total,3.5,1017.3,8.1,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2282,Aranjuez,Colombia,60.620000000000005,2024-01-14,Total,8.5,1019.2,11.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2283,Robledo,Colombia,93.38,2024-01-13,Mínima,8.1,1018.1,1.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2284,Robledo,Colombia,69.25999999999999,2024-01-15,Total,5.6,1002.6,10.1,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2285,Aranjuez,Colombia,87.08000000000001,2024-01-10,Total,3.2,1016.0,14.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2286,Belen,Colombia,60.980000000000004,2024-01-11,Total,4.4,1008.8,14.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2287,Aranjuez,Colombia,66.02,2024-01-10,Total,5.0,1009.6,9.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2288,Laureles,Colombia,89.24000000000001,2024-01-14,Mínima,9.3,1004.6,3.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2289,Laureles,Colombia,60.08,2024-01-16,Total,2.4,1012.9,0.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2290,Belen,Colombia,68.36,2024-01-15,Total,10.5,1001.0,2.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2291,Robledo,Colombia,89.42,2024-01-11,Total,2.4,1014.3,7.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2292,Laureles,Colombia,63.68000000000001,2024-01-16,Total,5.3,1019.0,2.1,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2293,El Poblado,Colombia,59.18,2024-01-18,Total,1.4,1012.8,2.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2294,Aranjuez,Colombia,93.38,2024-01-12,Total,1.7,1021.3,13.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2295,El Poblado,Colombia,94.63999999999999,2024-01-17,Mínima,2.6,1015.2,0.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2296,Laureles,Colombia,73.22,2024-01-17,Total,5.2,1011.5,11.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2297,Belen,Colombia,90.13999999999999,2024-01-13,Total,7.1,1003.7,11.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2298,Castilla,Colombia,69.62,2024-01-14,Total,9.3,1010.9,3.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2299,Castilla,Colombia,88.34,2024-01-16,Total,1.7,1021.0,14.3,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2300,Aranjuez,Colombia,71.24000000000001,2024-01-07,Parcial,9.2,1021.7,5.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2301,Robledo,Colombia,82.4,2024-01-08,Total,9.0,1017.8,13.2,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2302,Buenos Aires,Colombia,64.94,2024-01-17,Total,7.2,1004.1,7.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2303,Aranjuez,Colombia,62.06,2024-01-12,Total,7.7,1022.7,13.9,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2304,Aranjuez,Colombia,84.02,2024-01-18,Total,8.8,1017.0,11.1,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2305,Buenos Aires,Colombia,73.4,2024-01-13,Total,10.4,1005.8,1.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2306,Laureles,Colombia,85.64,2024-01-15,Total,9.8,1013.2,5.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2307,Castilla,Colombia,68.72,2024-01-18,Total,4.9,1015.4,2.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2308,Castilla,Colombia,69.80000000000001,2024-01-19,Total,10.8,1000.4,4.9,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2309,Belen,Colombia,75.74000000000001,2024-01-18,Parcial,6.1,1005.5,5.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2310,Robledo,Colombia,79.7,2024-01-09,Parcial,6.9,1004.1,6.4,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2311,Belen,Colombia,83.66,2024-01-14,Total,5.7,1001.3,14.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2312,Buenos Aires,Colombia,60.620000000000005,2024-01-19,Total,1.6,1003.7,2.9,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2313,Castilla,Colombia,60.980000000000004,2024-01-20,Total,5.7,1016.3,10.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2314,Robledo,Colombia,67.82,2024-01-19,Total,7.7,1011.0,13.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2315,Robledo,Colombia,84.92,2024-01-20,Total,5.0,1002.6,13.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2316,Belen,Colombia,93.02,2024-01-10,Mínima,10.7,1003.2,0.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2317,Aranjuez,Colombia,82.22,2024-01-16,Total,7.1,1004.7,12.6,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2318,Belen,Colombia,85.1,2024-01-20,Total,9.3,1005.2,8.7,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2319,Castilla,Colombia,75.74000000000001,2024-01-17,Total,5.9,1017.3,3.8,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2320,Aranjuez,Colombia,86.0,2024-01-21,Total,4.2,1007.9,8.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2321,Castilla,Colombia,69.80000000000001,2024-01-11,Parcial,7.7,1016.7,5.5,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2322,Belen,Colombia,74.66,2024-01-18,Total,10.5,1007.7,12.9,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2323,Laureles,Colombia,73.4,2024-01-12,Total,3.9,1023.7,12.0,2024-12-19 12:14:33,2024-12-19 12:14:33,,
2324,Buenos Aires,Colombia,60.980000000000004,2024-01-15,Total,2.4,1007.0,7.1,2024-12-19 12:14:33,2024-12-19 12:14:33,,
