id,localidad,pais,temperatura,fecha_y_hora,cobertura_nubes,indice_uv,presion_atmosferica,velocidad_viento,created_at,updated_at,delta_temperatura_horaria,delta_temperatura_diaria
476,Aranjuez,Colombia,22.7,2024-01-07 00:00:00,Parcial,3.9,1006.7,8.1,2024-12-19 12:11:09,2024-12-19 12:11:09,0.8999999999999986,0.8999999999999986
477,El Poblado,Colombia,26.3,2024-01-08 00:00:00,Total,10.9,1018.7,3.6,2024-12-19 12:11:09,2024-12-19 12:11:09,6.5,6.5
478,Aranjuez,Colombia,21.5,2024-01-14 00:00:00,Total,2.1,1007.1,13.2,2024-12-19 12:11:09,2024-12-19 12:11:09,5.6,5.6
479,Belen,Colombia,23.4,2024-01-15 00:00:00,Total,6.3,1022.0,13.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-6.700000000000003,-6.700000000000003
480,Buenos Aires,Colombia,31.9,2024-01-13 00:00:00,Total,8.4,1007.2,8.5,2024-12-19 12:11:09,2024-12-19 12:11:09,8.899999999999999,8.899999999999999
481,Robledo,Colombia,19.6,2024-01-17 00:00:00,Total,4.3,1017.6,3.7,2024-12-19 12:11:09,2024-12-19 12:11:09,3.6000000000000014,3.6000000000000014
482,Laureles,Colombia,24.9,2024-01-12 00:00:00,Parcial,7.9,1024.9,8.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-1.1000000000000014,-1.1000000000000014
483,Aranjuez,Colombia,29.9,2024-01-08 00:00:00,Total,2.2,1015.1,8.2,2024-12-19 12:11:09,2024-12-19 12:11:09,7.399999999999999,7.399999999999999
484,Laureles,Colombia,22.2,2024-01-11 00:00:00,Parcial,1.4,1002.7,9.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-7.0,-7.0
485,Belen,Colombia,31.4,2024-01-18 00:00:00,Total,4.0,1001.7,13.8,2024-12-19 12:11:09,2024-12-19 12:11:09,7.699999999999999,7.699999999999999
486,Laureles,Colombia,34.9,2024-01-09 00:00:00,Total,9.8,1004.6,14.2,2024-12-19 12:11:09,2024-12-19 12:11:09,19.099999999999998,19.099999999999998
487,Aranjuez,Colombia,21.4,2024-01-10 00:00:00,Total,0.3,1010.3,13.3,2024-12-19 12:11:09,2024-12-19 12:11:09,2.5,2.5
488,Belen,Colombia,27.3,2024-01-11 00:00:00,Total,3.3,1002.4,13.7,2024-12-19 12:11:09,2024-12-19 12:11:09,10.400000000000002,10.400000000000002
489,Aranjuez,Colombia,31.9,2024-01-13 00:00:00,Mínima,6.0,1003.8,3.4,2024-12-19 12:11:09,2024-12-19 12:11:09,1.1999999999999993,1.1999999999999993
490,Robledo,Colombia,27.2,2024-01-14 00:00:00,Total,2.2,1006.2,12.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-3.6000000000000014,-3.6000000000000014
491,Belen,Colombia,32.0,2024-01-16 00:00:00,Mínima,8.3,1004.9,4.3,2024-12-19 12:11:09,2024-12-19 12:11:09,14.600000000000001,14.600000000000001
492,Laureles,Colombia,25.8,2024-01-09 00:00:00,Total,9.5,1025.0,12.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-9.099999999999998,-9.099999999999998
493,Robledo,Colombia,27.7,2024-01-10 00:00:00,Total,10.0,1012.5,12.6,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.8000000000000007,-0.8000000000000007
494,Belen,Colombia,23.5,2024-01-17 00:00:00,Total,10.2,1005.3,12.1,2024-12-19 12:11:09,2024-12-19 12:11:09,1.8999999999999986,1.8999999999999986
495,Belen,Colombia,21.5,2024-01-14 00:00:00,Total,2.0,1010.8,14.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-7.199999999999999,-7.199999999999999
496,El Poblado,Colombia,15.7,2024-01-12 00:00:00,Total,1.6,1023.9,8.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-7.0,-7.0
497,Aranjuez,Colombia,17.9,2024-01-15 00:00:00,Total,6.8,1002.4,3.1,2024-12-19 12:11:09,2024-12-19 12:11:09,-16.1,-16.1
498,Buenos Aires,Colombia,20.8,2024-01-13 00:00:00,Total,9.7,1016.6,0.6,2024-12-19 12:11:09,2024-12-19 12:11:09,-11.099999999999998,-11.099999999999998
499,Belen,Colombia,26.0,2024-01-11 00:00:00,Parcial,8.4,1004.5,8.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-1.3000000000000007,-1.3000000000000007
500,Aranjuez,Colombia,22.0,2024-01-12 00:00:00,Parcial,0.9,1017.3,9.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.8999999999999986,-2.8999999999999986
501,Aranjuez,Colombia,16.8,2024-01-18 00:00:00,Total,4.8,1009.9,14.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-12.099999999999998,-12.099999999999998
502,Laureles,Colombia,26.6,2024-01-13 00:00:00,Total,0.1,1008.8,3.3,2024-12-19 12:11:09,2024-12-19 12:11:09,10.100000000000001,10.100000000000001
503,Robledo,Colombia,26.3,2024-01-14 00:00:00,Parcial,7.1,1009.3,9.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.8999999999999986,-0.8999999999999986
504,Buenos Aires,Colombia,21.0,2024-01-14 00:00:00,Total,9.5,1018.3,3.7,2024-12-19 12:11:09,2024-12-19 12:11:09,-10.600000000000001,-10.600000000000001
505,Belen,Colombia,23.7,2024-01-16 00:00:00,Total,5.4,1013.1,1.1,2024-12-19 12:11:09,2024-12-19 12:11:09,-8.3,-8.3
506,Buenos Aires,Colombia,16.3,2024-01-19 00:00:00,Total,7.0,1001.9,4.8,2024-12-19 12:11:09,2024-12-19 12:11:09,0.40000000000000036,0.40000000000000036
507,Laureles,Colombia,31.2,2024-01-15 00:00:00,Mínima,5.6,1007.9,1.4,2024-12-19 12:11:09,2024-12-19 12:11:09,1.3999999999999986,1.3999999999999986
508,Belen,Colombia,31.3,2024-01-15 00:00:00,Total,2.3,1002.1,5.0,2024-12-19 12:11:09,2024-12-19 12:11:09,7.900000000000002,7.900000000000002
509,Laureles,Colombia,22.0,2024-01-20 00:00:00,Total,1.8,1016.1,10.7,2024-12-19 12:11:09,2024-12-19 12:11:09,2.6999999999999993,2.6999999999999993
510,Laureles,Colombia,34.1,2024-01-12 00:00:00,Total,5.6,1015.2,11.8,2024-12-19 12:11:09,2024-12-19 12:11:09,9.200000000000003,9.200000000000003
511,Laureles,Colombia,21.2,2024-01-13 00:00:00,Total,7.0,1019.5,10.6,2024-12-19 12:11:09,2024-12-19 12:11:09,-5.400000000000002,-5.400000000000002
512,El Poblado,Colombia,27.5,2024-01-14 00:00:00,Total,4.8,1007.9,11.7,2024-12-19 12:11:09,2024-12-19 12:11:09,6.5,6.5
513,Laureles,Colombia,34.8,2024-01-15 00:00:00,Total,6.2,1021.7,11.0,2024-12-19 12:11:09,2024-12-19 12:11:09,3.599999999999998,3.599999999999998
514,Belen,Colombia,20.5,2024-01-19 00:00:00,Total,10.3,1002.1,14.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-1.8999999999999986,-1.8999999999999986
515,Robledo,Colombia,30.9,2024-01-20 00:00:00,Total,8.9,1008.8,12.4,2024-12-19 12:11:09,2024-12-19 12:11:09,10.599999999999998,10.599999999999998
516,Robledo,Colombia,30.6,2024-01-15 00:00:00,Total,7.2,1018.0,5.1,2024-12-19 12:11:09,2024-12-19 12:11:09,9.900000000000002,9.900000000000002
517,El Poblado,Colombia,20.1,2024-01-21 00:00:00,Total,3.2,1016.0,10.2,2024-12-19 12:11:09,2024-12-19 12:11:09,1.5,1.5
518,Aranjuez,Colombia,16.0,2024-01-16 00:00:00,Total,9.7,1023.6,12.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-11.899999999999999,-11.899999999999999
519,Castilla,Colombia,16.5,2024-01-16 00:00:00,Total,10.3,1021.9,10.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-14.8,-14.8
520,Aranjuez,Colombia,26.1,2024-01-17 00:00:00,Total,1.0,1014.5,0.8,2024-12-19 12:11:09,2024-12-19 12:11:09,2.400000000000002,2.400000000000002
521,Laureles,Colombia,16.4,2024-01-18 00:00:00,Total,7.2,1021.4,4.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-13.0,-13.0
522,Belen,Colombia,33.3,2024-01-21 00:00:00,Total,4.9,1014.0,13.8,2024-12-19 12:11:09,2024-12-19 12:11:09,6.099999999999998,6.099999999999998
523,Castilla,Colombia,25.2,2024-01-17 00:00:00,Total,5.8,1000.9,14.7,2024-12-19 12:11:09,2024-12-19 12:11:09,0.8999999999999986,0.8999999999999986
524,Robledo,Colombia,30.7,2024-01-16 00:00:00,Mínima,3.6,1014.3,2.7,2024-12-19 12:11:09,2024-12-19 12:11:09,4.800000000000001,4.800000000000001
525,Buenos Aires,Colombia,25.4,2024-01-22 00:00:00,Parcial,0.1,1005.6,6.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.3000000000000007,-0.3000000000000007
526,Belen,Colombia,21.5,2024-01-16 00:00:00,Total,0.8,1000.3,13.6,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.1999999999999993,-2.1999999999999993
527,Aranjuez,Colombia,30.3,2024-01-19 00:00:00,Total,6.4,1015.1,8.5,2024-12-19 12:11:09,2024-12-19 12:11:09,13.2,13.2
528,Belen,Colombia,26.5,2024-01-22 00:00:00,Parcial,1.9,1006.5,7.6,2024-12-19 12:11:09,2024-12-19 12:11:09,6.5,6.5
529,Robledo,Colombia,19.8,2024-01-23 00:00:00,Total,1.7,1024.2,10.6,2024-12-19 12:11:09,2024-12-19 12:11:09,-9.7,-9.7
530,El Poblado,Colombia,26.3,2024-01-18 00:00:00,Total,0.1,1011.9,1.1,2024-12-19 12:11:09,2024-12-19 12:11:09,11.200000000000001,11.200000000000001
531,Belen,Colombia,27.2,2024-01-20 00:00:00,Total,6.0,1009.0,14.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.3000000000000007,-2.3000000000000007
532,Aranjuez,Colombia,30.1,2024-01-21 00:00:00,Total,10.5,1019.0,9.3,2024-12-19 12:11:09,2024-12-19 12:11:09,4.5,4.5
533,Aranjuez,Colombia,15.5,2024-01-22 00:00:00,Total,2.7,1016.6,13.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-11.2,-11.2
534,Belen,Colombia,29.6,2024-01-17 00:00:00,Mínima,5.8,1004.0,4.2,2024-12-19 12:11:09,2024-12-19 12:11:09,6.100000000000001,6.100000000000001
535,Laureles,Colombia,24.0,2024-01-17 00:00:00,Parcial,2.8,1015.4,6.7,2024-12-19 12:11:09,2024-12-19 12:11:09,1.1000000000000014,1.1000000000000014
536,Belen,Colombia,27.9,2024-01-23 00:00:00,Total,1.9,1012.8,3.2,2024-12-19 12:11:09,2024-12-19 12:11:09,3.299999999999997,3.299999999999997
537,Laureles,Colombia,21.0,2024-01-18 00:00:00,Parcial,5.6,1018.0,8.9,2024-12-19 12:11:09,2024-12-19 12:11:09,4.600000000000001,4.600000000000001
538,Robledo,Colombia,26.0,2024-01-17 00:00:00,Total,5.4,1000.1,1.3,2024-12-19 12:11:09,2024-12-19 12:11:09,6.399999999999999,6.399999999999999
539,Belen,Colombia,25.2,2024-01-18 00:00:00,Total,10.5,1019.4,2.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-6.199999999999999,-6.199999999999999
540,Buenos Aires,Colombia,23.3,2024-01-19 00:00:00,Total,10.9,1017.3,12.3,2024-12-19 12:11:09,2024-12-19 12:11:09,7.0,7.0
541,Belen,Colombia,26.7,2024-01-24 00:00:00,Total,2.2,1013.8,3.0,2024-12-19 12:11:09,2024-12-19 12:11:09,6.0,6.0
542,Buenos Aires,Colombia,22.4,2024-01-19 00:00:00,Parcial,5.1,1017.2,5.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.9000000000000021,-0.9000000000000021
543,Castilla,Colombia,20.8,2024-01-20 00:00:00,Parcial,1.3,1009.8,5.8,2024-12-19 12:11:09,2024-12-19 12:11:09,4.699999999999999,4.699999999999999
544,Buenos Aires,Colombia,17.0,2024-01-19 00:00:00,Total,1.8,1016.2,9.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-5.399999999999999,-5.399999999999999
545,Robledo,Colombia,17.5,2024-01-21 00:00:00,Total,4.6,1019.6,9.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-3.6999999999999993,-3.6999999999999993
546,Robledo,Colombia,16.0,2024-01-24 00:00:00,Total,8.2,1009.9,5.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-5.5,-5.5
547,Aranjuez,Colombia,20.9,2024-01-23 00:00:00,Parcial,6.1,1015.7,9.1,2024-12-19 12:11:09,2024-12-19 12:11:09,-12.100000000000001,-12.100000000000001
548,Laureles,Colombia,32.7,2024-01-25 00:00:00,Total,4.5,1017.8,7.2,2024-12-19 12:11:09,2024-12-19 12:11:09,16.900000000000002,16.900000000000002
549,El Poblado,Colombia,28.1,2024-01-22 00:00:00,Total,8.7,1006.7,7.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.0,-2.0
550,El Poblado,Colombia,34.2,2024-01-20 00:00:00,Total,5.8,1006.5,5.6,2024-12-19 12:11:09,2024-12-19 12:11:09,13.000000000000004,13.000000000000004
551,Aranjuez,Colombia,15.9,2024-01-25 00:00:00,Total,4.3,1012.0,0.7,2024-12-19 12:11:09,2024-12-19 12:11:09,-8.799999999999999,-8.799999999999999
552,Buenos Aires,Colombia,17.8,2024-01-24 00:00:00,Total,3.2,1013.1,12.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-16.3,-16.3
553,Robledo,Colombia,30.8,2024-01-21 00:00:00,Total,6.8,1011.8,14.6,2024-12-19 12:11:09,2024-12-19 12:11:09,13.3,13.3
554,Robledo,Colombia,29.2,2024-01-20 00:00:00,Total,7.9,1012.4,10.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-1.6999999999999993,-1.6999999999999993
555,Buenos Aires,Colombia,33.4,2024-01-22 00:00:00,Mínima,3.2,1000.0,2.0,2024-12-19 12:11:09,2024-12-19 12:11:09,8.0,8.0
556,Belen,Colombia,32.8,2024-01-26 00:00:00,Total,7.5,1007.0,8.4,2024-12-19 12:11:09,2024-12-19 12:11:09,6.199999999999996,6.199999999999996
557,Laureles,Colombia,16.5,2024-01-23 00:00:00,Total,2.7,1001.4,5.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-5.0,-5.0
558,Aranjuez,Colombia,15.7,2024-01-26 00:00:00,Total,10.4,1013.7,11.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-16.0,-16.0
559,Aranjuez,Colombia,27.6,2024-01-27 00:00:00,Total,0.2,1023.9,0.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-6.0,-6.0
560,Belen,Colombia,16.6,2024-01-21 00:00:00,Total,9.2,1015.6,12.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-16.699999999999996,-16.699999999999996
561,Laureles,Colombia,29.7,2024-01-25 00:00:00,Mínima,10.5,1012.9,1.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-3.0000000000000036,-3.0000000000000036
562,Robledo,Colombia,19.1,2024-01-18 00:00:00,Total,1.1,1008.4,12.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-14.899999999999999,-14.899999999999999
563,Aranjuez,Colombia,17.7,2024-01-26 00:00:00,Total,3.8,1019.6,5.1,2024-12-19 12:11:09,2024-12-19 12:11:09,2.0,2.0
564,Belen,Colombia,25.9,2024-01-19 00:00:00,Total,4.5,1008.4,14.5,2024-12-19 12:11:09,2024-12-19 12:11:09,5.399999999999999,5.399999999999999
565,El Poblado,Colombia,15.6,2024-01-23 00:00:00,Total,2.2,1016.0,11.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-9.500000000000002,-9.500000000000002
566,Belen,Colombia,22.0,2024-01-20 00:00:00,Total,5.7,1022.6,12.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-5.199999999999999,-5.199999999999999
567,Robledo,Colombia,29.3,2024-01-24 00:00:00,Total,2.0,1011.9,14.7,2024-12-19 12:11:09,2024-12-19 12:11:09,13.3,13.3
568,Robledo,Colombia,27.5,2024-01-27 00:00:00,Total,7.0,1006.3,10.2,2024-12-19 12:11:09,2024-12-19 12:11:09,2.8999999999999986,2.8999999999999986
569,Buenos Aires,Colombia,24.6,2024-01-28 00:00:00,Parcial,5.9,1001.6,5.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.5,-0.5
570,Robledo,Colombia,21.3,2024-01-27 00:00:00,Parcial,9.3,1023.4,8.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-6.199999999999999,-6.199999999999999
571,Robledo,Colombia,16.3,2024-01-29 00:00:00,Total,9.9,1024.5,11.1,2024-12-19 12:11:09,2024-12-19 12:11:09,-12.3,-12.3
572,El Poblado,Colombia,33.2,2024-01-28 00:00:00,Total,9.1,1011.4,8.0,2024-12-19 12:11:09,2024-12-19 12:11:09,8.900000000000002,8.900000000000002
573,Laureles,Colombia,29.1,2024-01-30 00:00:00,Total,5.4,1016.1,13.9,2024-12-19 12:11:09,2024-12-19 12:11:09,11.400000000000002,11.400000000000002
574,Robledo,Colombia,21.8,2024-01-25 00:00:00,Parcial,2.6,1012.7,8.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-1.5999999999999979,-1.5999999999999979
575,Belen,Colombia,28.6,2024-01-26 00:00:00,Mínima,5.6,1020.0,1.6,2024-12-19 12:11:09,2024-12-19 12:11:09,-4.199999999999996,-4.199999999999996
576,Belen,Colombia,18.1,2024-01-29 00:00:00,Total,5.1,1013.5,8.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-11.399999999999999,-11.399999999999999
577,Laureles,Colombia,31.0,2024-01-31 00:00:00,Mínima,8.5,1011.5,1.6,2024-12-19 12:11:09,2024-12-19 12:11:09,3.6999999999999993,3.6999999999999993
578,Belen,Colombia,29.5,2024-01-28 00:00:00,Mínima,2.2,1013.0,2.9,2024-12-19 12:11:09,2024-12-19 12:11:09,7.899999999999999,7.899999999999999
579,Laureles,Colombia,32.8,2024-01-22 00:00:00,Total,1.8,1023.0,14.3,2024-12-19 12:11:09,2024-12-19 12:11:09,15.199999999999996,15.199999999999996
580,Robledo,Colombia,18.9,2024-01-27 00:00:00,Total,5.4,1007.0,0.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.400000000000002,-2.400000000000002
581,Buenos Aires,Colombia,18.2,2024-02-01 00:00:00,Total,9.7,1012.7,5.7,2024-12-19 12:11:09,2024-12-19 12:11:09,-15.2,-15.2
582,Laureles,Colombia,28.8,2024-01-28 00:00:00,Total,6.2,1016.6,13.5,2024-12-19 12:11:09,2024-12-19 12:11:09,2.400000000000002,2.400000000000002
583,Laureles,Colombia,30.5,2024-01-30 00:00:00,Mínima,7.7,1006.3,0.1,2024-12-19 12:11:09,2024-12-19 12:11:09,1.3999999999999986,1.3999999999999986
584,Buenos Aires,Colombia,19.6,2024-01-29 00:00:00,Total,6.0,1012.3,9.7,2024-12-19 12:11:09,2024-12-19 12:11:09,-4.099999999999998,-4.099999999999998
585,Aranjuez,Colombia,33.1,2024-01-30 00:00:00,Mínima,8.3,1017.8,3.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.19999999999999574,-0.19999999999999574
586,Castilla,Colombia,16.4,2024-01-31 00:00:00,Total,4.9,1004.7,13.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-11.3,-11.3
587,Buenos Aires,Colombia,34.3,2024-01-21 00:00:00,Total,7.0,1014.3,14.9,2024-12-19 12:11:09,2024-12-19 12:11:09,2.9999999999999964,2.9999999999999964
588,El Poblado,Colombia,18.5,2024-01-31 00:00:00,Total,6.4,1012.9,5.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-1.3999999999999986,-1.3999999999999986
589,El Poblado,Colombia,34.9,2024-02-02 00:00:00,Total,9.2,1004.9,6.5,2024-12-19 12:11:09,2024-12-19 12:11:09,10.2,10.2
590,El Poblado,Colombia,25.8,2024-01-24 00:00:00,Total,10.9,1010.5,2.3,2024-12-19 12:11:09,2024-12-19 12:11:09,6.199999999999999,6.199999999999999
591,Belen,Colombia,18.6,2024-02-01 00:00:00,Total,7.0,1024.5,10.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-1.7999999999999972,-1.7999999999999972
592,Robledo,Colombia,23.6,2024-01-23 00:00:00,Parcial,10.3,1019.8,6.7,2024-12-19 12:11:09,2024-12-19 12:11:09,3.8000000000000007,3.8000000000000007
593,Aranjuez,Colombia,17.3,2024-02-03 00:00:00,Total,10.1,1016.0,1.1,2024-12-19 12:11:09,2024-12-19 12:11:09,-9.3,-9.3
594,Belen,Colombia,22.5,2024-01-22 00:00:00,Parcial,5.9,1004.5,8.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-4.0,-4.0
595,Robledo,Colombia,25.9,2024-01-23 00:00:00,Total,7.0,1022.7,0.5,2024-12-19 12:11:09,2024-12-19 12:11:09,2.299999999999997,2.299999999999997
596,El Poblado,Colombia,15.9,2024-01-24 00:00:00,Total,4.8,1000.6,10.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-9.9,-9.9
597,El Poblado,Colombia,34.1,2024-02-02 00:00:00,Total,5.8,1021.3,14.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.7999999999999972,-0.7999999999999972
598,Belen,Colombia,17.7,2024-01-24 00:00:00,Total,9.1,1013.1,14.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-9.0,-9.0
599,Robledo,Colombia,27.1,2024-01-25 00:00:00,Total,3.6,1015.1,3.9,2024-12-19 12:11:09,2024-12-19 12:11:09,5.300000000000001,5.300000000000001
600,Robledo,Colombia,15.8,2024-01-25 00:00:00,Total,9.1,1005.5,13.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-11.3,-11.3
601,Castilla,Colombia,31.3,2024-01-01 00:00:00,Mínima,6.5,1018.2,0.1,2024-12-19 12:13:18,2024-12-19 12:13:18,4.600000000000001,4.600000000000001
602,Belen,Colombia,33.9,2024-01-01 00:00:00,Total,4.4,1005.9,7.4,2024-12-19 12:13:18,2024-12-19 12:13:18,12.5,12.5
603,Castilla,Colombia,21.7,2024-01-01 00:00:00,Total,7.4,1015.7,1.1,2024-12-19 12:13:18,2024-12-19 12:13:18,-9.600000000000001,-9.600000000000001
604,El Poblado,Colombia,34.1,2024-01-01 00:00:00,Total,5.4,1012.2,11.5,2024-12-19 12:13:18,2024-12-19 12:13:18,10.600000000000001,10.600000000000001
605,El Poblado,Colombia,28.5,2024-01-02 00:00:00,Total,9.0,1007.9,7.4,2024-12-19 12:13:18,2024-12-19 12:13:18,2.8000000000000007,2.8000000000000007
606,Laureles,Colombia,23.8,2024-01-01 00:00:00,Total,10.6,1019.6,13.0,2024-12-19 12:13:18,2024-12-19 12:13:18,4.900000000000002,4.900000000000002
607,Belen,Colombia,15.5,2024-01-02 00:00:00,Total,10.2,1019.9,3.4,2024-12-19 12:13:18,2024-12-19 12:13:18,-4.600000000000001,-4.600000000000001
608,Belen,Colombia,23.7,2024-01-02 00:00:00,Parcial,3.5,1018.0,9.0,2024-12-19 12:13:18,2024-12-19 12:13:18,8.2,8.2
609,Belen,Colombia,31.1,2024-01-01 00:00:00,Mínima,9.0,1011.1,4.9,2024-12-19 12:13:18,2024-12-19 12:13:18,-2.799999999999997,-2.799999999999997
610,Aranjuez,Colombia,32.0,2024-01-02 00:00:00,Total,4.5,1021.4,13.7,2024-12-19 12:13:18,2024-12-19 12:13:18,10.600000000000001,10.600000000000001
611,Aranjuez,Colombia,31.2,2024-01-01 00:00:00,Mínima,0.4,1023.3,1.7,2024-12-19 12:13:18,2024-12-19 12:13:18,14.5,14.5
612,Aranjuez,Colombia,25.9,2024-01-03 00:00:00,Total,2.9,1019.4,4.7,2024-12-19 12:13:18,2024-12-19 12:13:18,10.299999999999999,10.299999999999999
613,El Poblado,Colombia,20.3,2024-01-03 00:00:00,Parcial,8.8,1015.0,6.6,2024-12-19 12:13:18,2024-12-19 12:13:18,-2.8999999999999986,-2.8999999999999986
614,Buenos Aires,Colombia,25.4,2024-01-04 00:00:00,Total,0.8,1015.9,12.3,2024-12-19 12:13:18,2024-12-19 12:13:18,1.6999999999999993,1.6999999999999993
615,Castilla,Colombia,33.2,2024-01-04 00:00:00,Total,2.4,1016.7,5.7,2024-12-19 12:13:18,2024-12-19 12:13:18,14.100000000000001,14.100000000000001
616,Belen,Colombia,20.1,2024-01-02 00:00:00,Total,3.4,1015.2,10.6,2024-12-19 12:13:18,2024-12-19 12:13:18,-3.599999999999998,-3.599999999999998
617,Laureles,Colombia,28.4,2024-01-03 00:00:00,Total,2.8,1009.0,11.8,2024-12-19 12:13:18,2024-12-19 12:13:18,6.299999999999997,6.299999999999997
618,Laureles,Colombia,19.5,2024-01-05 00:00:00,Total,3.4,1002.0,8.1,2024-12-19 12:13:18,2024-12-19 12:13:18,-6.399999999999999,-6.399999999999999
619,Robledo,Colombia,26.7,2024-01-03 00:00:00,Total,9.4,1005.8,11.4,2024-12-19 12:13:18,2024-12-19 12:13:18,2.5,2.5
620,Castilla,Colombia,24.1,2024-01-05 00:00:00,Parcial,6.3,1011.2,8.4,2024-12-19 12:13:18,2024-12-19 12:13:18,-2.8999999999999986,-2.8999999999999986
621,Laureles,Colombia,33.0,2024-01-04 00:00:00,Mínima,8.3,1008.9,4.7,2024-12-19 12:13:18,2024-12-19 12:13:18,10.3,10.3
622,Aranjuez,Colombia,33.6,2024-01-02 00:00:00,Mínima,1.2,1001.0,0.5,2024-12-19 12:13:18,2024-12-19 12:13:18,1.6000000000000014,1.6000000000000014
623,Castilla,Colombia,23.0,2024-01-02 00:00:00,Total,8.3,1007.1,10.7,2024-12-19 12:13:18,2024-12-19 12:13:18,5.600000000000001,5.600000000000001
624,El Poblado,Colombia,17.7,2024-01-05 00:00:00,Total,7.4,1012.8,5.8,2024-12-19 12:13:18,2024-12-19 12:13:18,-2.6999999999999993,-2.6999999999999993
625,Aranjuez,Colombia,15.4,2024-01-06 00:00:00,Total,6.5,1024.4,1.6,2024-12-19 12:13:18,2024-12-19 12:13:18,-0.9999999999999982,-0.9999999999999982
626,Robledo,Colombia,26.2,2024-01-03 00:00:00,Total,3.8,1007.6,14.9,2024-12-19 12:13:18,2024-12-19 12:13:18,-0.5,-0.5
627,Robledo,Colombia,28.7,2024-01-03 00:00:00,Total,8.6,1013.2,12.7,2024-12-19 12:13:18,2024-12-19 12:13:18,2.5,2.5
628,Aranjuez,Colombia,22.1,2024-01-06 00:00:00,Total,2.5,1020.1,11.1,2024-12-19 12:13:18,2024-12-19 12:13:18,6.700000000000001,6.700000000000001
629,Aranjuez,Colombia,17.0,2024-01-03 00:00:00,Total,9.0,1004.3,2.2,2024-12-19 12:13:18,2024-12-19 12:13:18,-8.899999999999999,-8.899999999999999
630,Robledo,Colombia,30.3,2024-01-07 00:00:00,Mínima,4.3,1019.3,0.9,2024-12-19 12:13:18,2024-12-19 12:13:18,0.0,0.0
631,Buenos Aires,Colombia,27.0,2024-01-08 00:00:00,Total,4.3,1014.1,12.7,2024-12-19 12:13:18,2024-12-19 12:13:18,8.0,8.0
632,Aranjuez,Colombia,21.1,2024-01-06 00:00:00,Total,0.3,1013.1,10.2,2024-12-19 12:13:18,2024-12-19 12:13:18,-1.0,-1.0
633,Robledo,Colombia,15.7,2024-01-07 00:00:00,Total,0.2,1011.9,4.3,2024-12-19 12:13:18,2024-12-19 12:13:18,-14.600000000000001,-14.600000000000001
634,Buenos Aires,Colombia,18.4,2024-01-08 00:00:00,Total,9.8,1003.5,5.5,2024-12-19 12:13:18,2024-12-19 12:13:18,-8.600000000000001,-8.600000000000001
